hostname,worker_id,start_time,stop_time,task_type,return_code
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774966.341911,1686774966.7233312,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774966.3590362,1686774966.7286298,2,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774965.9506795,1686774966.753852,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774966.2289443,1686774966.7544932,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774966.4363976,1686774966.7913332,2,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774966.6873813,1686774967.0611274,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774966.7224872,1686774967.0766127,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774966.7312422,1686774967.0780227,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774966.792405,1686774967.1227403,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774966.7568297,1686774967.1232173,2,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774966.7260199,1686774967.2363353,2,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774966.7561266,1686774967.239821,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774967.0813937,1686774967.5286071,2,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774967.245046,1686774967.6480901,2,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774966.7121222,1686774968.1468003,2,0
